Etiqueta de rotatividade,Duração da conta (em meses),Chamadas locais,Minutos Local,Chamadas internacionais,Minutos Internacional,Plano Internacional Ativo,Plano internacional,Tarifas internacionais extras,Chamadas de atendimento ao cliente,Média mensal de GB para download,Plano de Dados Ilimitado,Cobranças extras de dados,Estado,Gênero,Idade,Menos de 30,Idoso,Grupo,Número de Clientes por Grupo,Proteção de Dispositivo & Online Backup,Tipo de Contrato,Modo de Pagamento,Cobrança Mensal,Total de Cobranças,Categoria de Rotatividade,Motivo da Rotatividade
Não,11,14,45.8,44.0,111.1,Sim,Sim,0.0,2,10,Não,42,NJ,Feminino,21,Sim,Não,Não,0,Sim,Mensal,Débito Automático,22,254,,
Não,6,42,84.3,24.0,50.4,Sim,Não,12.6,2,7,Sim,0,WV,Masculino,66,Não,Sim,Não,0,Não,Mensal,Débito Automático,45,294,,
Não,3,17,34.4,12.0,29.4,Sim,Não,14.7,1,2,Sim,0,TX,Masculino,49,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,12,37,,
Não,56,89,278.7,224.0,504.0,Sim,Não,100.8,0,0,Não,0,MN,Masculino,56,Não,Não,Não,0,Não,2 Anos,Cartão de Crédito,11,636,,
Não,22,94,258.6,88.0,275.0,Sim,Não,137.5,1,5,Sim,0,WV,Feminino,58,Não,Não,Não,0,Sim,Mensal,Cartão de Crédito,28,608,,
Não,5,24,63.5,20.0,35.0,Sim,Não,11.7,0,0,Não,0,DE,Masculino,32,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,9,47,,
Não,21,46,144.7,84.0,207.9,Sim,Sim,0.0,3,0,Não,0,UT,Feminino,37,Não,Não,Não,0,Não,Anual,Cartão de Crédito,8,162,,
Não,66,237,863.2,264.0,673.2,Sim,Não,134.6,3,0,Sim,0,NM,Masculino,43,Não,Não,Não,0,Não,Anual,Cartão de Crédito,29,1897,,
Não,46,128,366.8,184.0,579.6,Sim,Não,193.2,0,13,Sim,0,VA,Feminino,29,Sim,Não,Não,0,Não,Mensal,Cartão de Crédito,37,1718,,
Não,33,100,200.3,132.0,458.7,Sim,Sim,0.0,0,0,Não,0,CT,Feminino,33,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,13,435,,
Não,1,4,13.0,4.0,9.7,Sim,Não,2.4,0,2,Sim,0,MO,Feminino,49,Não,Não,Não,0,Não,Mensal,Débito Automático,20,20,,
Não,71,166,784.3,284.0,1171.5,Sim,Não,585.8,3,1,Sim,0,AR,Masculino,75,Não,Sim,Não,0,Sim,2 Anos,Cartão de Crédito,64,4554,,
Não,69,102,274.9,276.0,800.4,Sim,Não,160.1,1,0,Não,0,GA,Masculino,22,Sim,Não,Não,0,Não,2 Anos,Débito Automático,16,1086,,
Não,1,6,15.0,4.0,9.2,Sim,Não,3.1,3,4,Sim,0,FL,Masculino,50,Não,Não,Não,0,Não,Mensal,Débito Automático,24,24,,
Não,18,85,196.4,72.0,158.4,Sim,Não,31.7,1,8,Sim,0,LA,Masculino,41,Não,Não,Não,0,Não,Mensal,Débito Automático,45,806,,
Não,24,71,193.4,96.0,259.2,Sim,Não,51.8,1,5,Não,15,UT,Masculino,58,Não,Não,Não,0,Não,Mensal,Débito Automático,31,761,,
Não,62,407,934.5,248.0,930.0,Sim,Não,232.5,1,28,Sim,0,AZ,Masculino,20,Sim,Não,Não,0,Sim,2 Anos,Débito Automático,36,2249,,
Não,3,19,44.4,12.0,28.2,Sim,Não,9.4,1,0,Não,0,KY,Masculino,26,Sim,Não,Não,0,Não,Mensal,Débito Automático,7,21,,
Não,34,118,272.3,136.0,391.0,Sim,Não,195.5,1,14,Sim,0,FL,Masculino,57,Não,Não,Não,0,Não,Mensal,Débito Automático,11,391,,
Não,36,235,508.6,144.0,331.2,Sim,Não,82.8,1,15,Sim,0,NM,Masculino,57,Não,Não,Não,0,Sim,Anual,Cartão de Crédito,19,688,,
Não,5,21,49.9,20.0,55.0,Sim,Não,13.8,1,0,Não,0,AL,Feminino,34,Não,Não,Não,0,Não,Mensal,Débito Automático,9,42,,
Não,39,234,585.1,156.0,429.0,Sim,Sim,0.0,1,7,Sim,0,MN,Feminino,78,Não,Sim,Não,0,Não,Mensal,Débito Automático,46,1797,,
Não,43,96,256.8,172.0,541.8,Sim,Não,270.9,0,3,Sim,0,NY,Masculino,74,Não,Sim,Não,0,Sim,Anual,Débito Automático,36,1520,,
Não,61,192,491.7,244.0,744.2,Sim,Não,148.8,0,0,Não,0,KS,Feminino,56,Não,Não,Não,0,Não,2 Anos,Débito Automático,11,702,,
Não,48,140,338.5,192.0,475.2,Sim,Não,237.6,2,8,Sim,0,WV,Feminino,46,Não,Não,Não,0,Sim,Anual,Débito Automático,45,2190,,
Não,6,15,47.8,24.0,81.6,Sim,Não,20.4,0,0,Não,0,ID,Masculino,53,Não,Não,Não,0,Não,Anual,Cartão de Crédito,8,46,,
Não,3,14,29.8,12.0,33.6,Sim,Não,16.8,0,5,Não,10,MI,Masculino,46,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,40,120,,
Sim,39,92,232.6,156.0,358.8,Sim,Não,179.4,1,5,Sim,0,CA,Masculino,49,Não,Não,Não,0,Sim,Anual,Débito Automático,30,1163,,
Não,33,65,164.0,132.0,405.9,Sim,Não,135.3,1,5,Sim,0,AL,Feminino,71,Não,Sim,Não,0,Sim,Anual,Débito Automático,28,908,,
Não,1,2,6.0,4.0,10.6,Sim,Não,3.5,0,5,Sim,0,CT,Feminino,36,Não,Não,Não,0,Não,Mensal,Débito Automático,13,13,,
Não,43,159,513.9,172.0,606.3,Sim,Não,202.1,1,12,Sim,0,MT,Masculino,21,Sim,Não,Não,0,Sim,Anual,Cartão de Crédito,31,1325,,
Não,5,9,30.8,20.0,34.0,Sim,Não,11.3,2,5,Sim,0,FL,Masculino,62,Não,Não,Não,0,Não,Mensal,Débito Automático,47,240,,
Não,72,155,430.4,288.0,799.2,Sim,Não,199.8,1,2,Sim,0,WI,Masculino,42,Não,Não,Não,0,Sim,2 Anos,Cartão de Crédito,39,2812,,
Não,3,8,13.7,12.0,46.8,Sim,Não,11.7,1,0,Não,0,KY,Masculino,50,Não,Não,Não,0,Não,Anual,Cartão de Crédito,10,33,,
Não,73,123,290.2,292.0,759.2,Sim,Não,253.1,1,1,Sim,0,IN,Masculino,84,Não,Sim,Não,0,Sim,2 Anos,Cartão de Crédito,49,3533,,
Não,34,83,170.9,136.0,391.0,Sim,Não,78.2,2,5,Sim,0,MA,Feminino,41,Não,Não,Não,0,Não,Anual,Cartão de Crédito,26,888,,
Não,71,159,356.6,284.0,71.0,Sim,Não,17.8,1,14,Não,44,ND,Feminino,63,Não,Não,Não,0,Não,2 Anos,Débito Automático,50,3568,,
Não,14,29,71.5,56.0,210.0,Sim,Não,70.0,2,6,Sim,0,MS,Masculino,40,Não,Não,Não,0,Sim,Mensal,Débito Automático,51,731,,
Não,30,124,304.5,120.0,228.0,Sim,Não,57.0,0,1,Sim,0,AK,Masculino,74,Não,Sim,Não,0,Não,Mensal,Débito Automático,49,1500,,
Não,71,186,427.4,284.0,773.9,Sim,Não,387.0,0,0,Não,0,NC,Masculino,85,Não,Sim,Não,0,Não,2 Anos,Débito Automático,10,681,,
Não,18,74,216.2,72.0,345.6,Sim,Não,172.8,0,4,Sim,0,IL,Feminino,33,Não,Não,Não,0,Não,Mensal,Débito Automático,40,718,,
Não,1,3,8.0,4.0,11.1,Sim,Não,3.7,1,0,Não,0,OH,Masculino,43,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,13,13,,
Não,2,6,14.8,8.0,18.8,Sim,Sim,0.0,2,14,Não,5,WY,Feminino,26,Sim,Não,Não,0,Não,Mensal,Débito Automático,22,40,,
Não,12,26,83.0,48.0,81.6,Sim,Não,40.8,0,0,Não,0,NV,Feminino,56,Não,Não,Não,0,Não,Anual,Cartão de Crédito,12,138,,
Não,70,123,280.6,280.0,686.0,Sim,Não,343.0,0,6,Sim,0,ND,Feminino,44,Não,Não,Não,0,Sim,2 Anos,Débito Automático,53,3698,,
Não,23,63,162.3,92.0,294.4,Sim,Não,73.6,0,0,Não,0,ND,Feminino,37,Não,Não,Não,0,Não,Mensal,Débito Automático,8,178,,
Não,50,284,599.0,200.0,555.0,Sim,Não,185.0,0,3,Sim,0,NJ,Masculino,71,Não,Sim,Não,0,Sim,2 Anos,Cartão de Crédito,39,1966,,
Não,70,170,489.3,280.0,518.0,Sim,Sim,0.0,2,4,Não,20,CT,Masculino,84,Não,Sim,Não,0,Não,2 Anos,Cartão de Crédito,29,2029,,
Não,33,214,525.4,132.0,333.3,Sim,Não,111.1,0,7,Sim,0,MI,Feminino,47,Não,Não,Não,0,Sim,Anual,Cartão de Crédito,56,1854,,
Não,28,153,397.0,112.0,277.2,Sim,Não,92.4,1,7,Sim,0,SC,Feminino,43,Não,Não,Não,0,Não,2 Anos,Débito Automático,31,889,,
Não,60,215,596.1,240.0,792.0,Sim,Não,264.0,0,4,Sim,0,NY,Masculino,56,Não,Não,Não,0,Não,Mensal,Débito Automático,28,1687,,
Não,66,83,264.9,264.0,937.2,Sim,Não,234.3,2,0,Não,0,MD,Masculino,30,Não,Não,Não,0,Não,2 Anos,Cartão de Crédito,11,700,,
Não,10,42,100.2,40.0,125.0,Sim,Não,62.5,1,0,Não,0,OK,Feminino,60,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,8,77,,
Não,19,74,168.8,76.0,231.8,Sim,Não,77.3,1,4,Sim,0,SD,Masculino,64,Não,Não,Não,0,Não,Mensal,Débito Automático,49,918,,
Não,1,8,15.0,4.0,14.0,Sim,Não,2.8,0,0,Não,0,WV,Masculino,54,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,7,7,,
Não,68,237,679.3,272.0,693.6,Sim,Não,173.4,2,4,Sim,0,MN,Masculino,69,Não,Sim,Não,0,Não,2 Anos,Débito Automático,64,4373,,
Não,73,243,582.1,292.0,708.1,Sim,Não,141.6,2,5,Sim,0,DE,Masculino,72,Não,Sim,Não,0,Sim,2 Anos,Cheque,69,5057,,
Não,36,79,145.7,144.0,428.4,Sim,Não,214.2,2,0,Não,0,CO,Feminino,69,Não,Sim,Não,0,Não,2 Anos,Cheque,8,289,,
Não,41,105,327.4,164.0,422.3,Sim,Não,105.6,1,5,Não,29,WI,Masculino,68,Não,Sim,Não,0,Não,Anual,Débito Automático,37,1521,,
Não,32,159,384.6,128.0,236.8,Sim,Sim,0.0,2,23,Sim,0,IL,Masculino,26,Sim,Não,Não,0,Não,Anual,Cartão de Crédito,40,1290,,
Não,20,105,239.5,80.0,200.0,Sim,Não,66.7,1,12,Sim,0,DC,Feminino,26,Sim,Não,Não,0,Não,Mensal,Cartão de Crédito,41,823,,
Não,59,193,473.6,236.0,761.1,Sim,Não,380.6,0,2,Sim,0,IA,Feminino,67,Não,Sim,Não,0,Sim,Anual,Débito Automático,34,2031,,
Não,51,195,508.5,204.0,612.0,Sim,Não,153.0,1,0,Não,0,AK,Feminino,54,Não,Não,Não,0,Não,2 Anos,Cartão de Crédito,8,418,,
Não,2,10,22.0,8.0,25.2,Sim,Sim,0.0,2,0,Não,0,MN,Masculino,60,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,9,16,,
Não,14,62,144.3,56.0,226.8,Sim,Não,75.6,2,9,Sim,0,KY,Masculino,84,Não,Sim,Não,0,Sim,Mensal,Débito Automático,48,697,,
Não,53,206,423.0,212.0,249.1,Sim,Não,49.8,1,0,Não,0,SC,Feminino,60,Não,Não,Não,0,Não,2 Anos,Cartão de Crédito,7,357,,
Não,29,221,428.8,116.0,214.6,Sim,Não,107.3,0,0,Não,0,MT,Feminino,84,Não,Sim,Não,0,Não,Mensal,Cheque,15,426,,
Não,23,120,280.8,92.0,220.8,Sim,Não,73.6,0,0,Não,0,KY,Masculino,41,Não,Não,Não,0,Não,Anual,Cartão de Crédito,8,193,,
Não,17,104,269.2,68.0,178.5,Sim,Não,44.6,0,4,Sim,0,ID,Masculino,70,Não,Sim,Não,0,Sim,Mensal,Débito Automático,37,627,,
Não,30,132,421.4,120.0,330.0,Sim,Não,110.0,2,6,Sim,0,MA,Masculino,80,Não,Sim,Não,0,Sim,Mensal,Débito Automático,67,2010,,
Não,3,12,36.0,12.0,49.8,Sim,Não,10.0,0,3,Sim,0,MD,Feminino,32,Não,Não,Não,0,Não,Mensal,Débito Automático,27,90,,
Não,60,155,420.0,240.0,672.0,Sim,Não,168.0,1,6,Sim,0,SD,Masculino,82,Não,Sim,Não,0,Não,2 Anos,Débito Automático,50,2985,,
Não,22,86,224.5,88.0,288.2,Sim,Não,72.1,2,5,Sim,0,KY,Feminino,53,Não,Não,Não,0,Não,Anual,Débito Automático,31,702,,
Não,64,105,254.7,256.0,787.2,Sim,Não,393.6,0,3,Sim,0,ID,Feminino,49,Não,Não,Não,0,Não,2 Anos,Cartão de Crédito,35,2217,,
Não,44,76,263.0,176.0,497.2,Sim,Não,99.4,2,18,Sim,0,NY,Masculino,29,Sim,Não,Não,0,Não,Anual,Débito Automático,44,1929,,
Sim,36,171,473.3,144.0,334.8,Sim,Não,111.6,2,6,Sim,0,CA,Feminino,62,Não,Não,Não,0,Sim,Anual,Cartão de Crédito,28,1031,,
Não,13,60,143.8,52.0,156.0,Sim,Não,39.0,1,0,Não,0,ID,Feminino,57,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,13,169,,
Não,33,216,425.7,132.0,264.0,Sim,Não,66.0,0,4,Sim,0,NM,Feminino,61,Não,Não,Não,0,Sim,Mensal,Débito Automático,24,777,,
Não,5,34,77.7,20.0,65.5,Sim,Não,16.4,0,20,Sim,0,HI,Masculino,22,Sim,Não,Não,0,Não,Mensal,Débito Automático,22,116,,
Não,73,443,944.7,292.0,876.0,Sim,Não,438.0,2,15,Não,79,NC,Masculino,54,Não,Não,Não,0,Sim,2 Anos,Débito Automático,42,3026,,
Não,71,123,352.8,284.0,759.7,Sim,Não,151.9,1,6,Sim,0,TX,Masculino,60,Não,Não,Não,0,Sim,2 Anos,Cartão de Crédito,29,2058,,
Não,1,3,8.0,4.0,12.6,Sim,Não,4.2,1,0,Não,0,GA,Feminino,47,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,9,9,,
Não,27,114,213.8,108.0,399.6,Sim,Não,99.9,2,1,Sim,0,VA,Feminino,30,Não,Não,Não,0,Sim,Mensal,Débito Automático,31,817,,
Não,19,57,134.6,76.0,222.3,Sim,Não,74.1,0,8,Sim,0,NC,Feminino,27,Sim,Não,Não,0,Não,Mensal,Débito Automático,34,653,,
Não,72,182,577.9,288.0,792.0,Sim,Não,198.0,0,9,Sim,0,HI,Feminino,41,Não,Não,Não,0,Sim,2 Anos,Cartão de Crédito,45,3281,,
Não,4,17,31.8,16.0,32.4,Sim,Não,6.5,1,15,Sim,0,TN,Feminino,53,Não,Não,Não,0,Não,Mensal,Débito Automático,14,54,,
Não,24,99,240.0,96.0,273.6,Sim,Não,68.4,0,0,Não,0,VT,Feminino,45,Não,Não,Não,0,Não,2 Anos,Cartão de Crédito,9,226,,
Não,63,148,440.5,252.0,617.4,Sim,Não,308.7,0,4,Sim,0,LA,Masculino,50,Não,Não,Não,0,Sim,Mensal,Débito Automático,37,2328,,
Não,14,54,138.3,56.0,151.2,Sim,Não,50.4,1,7,Sim,0,FL,Masculino,52,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,25,343,,
Não,72,187,433.7,288.0,900.0,Sim,Não,450.0,2,7,Não,49,WY,Masculino,70,Não,Sim,Não,0,Sim,2 Anos,Débito Automático,61,4418,,
Não,38,167,379.8,152.0,452.2,Sim,Não,226.1,0,15,Sim,0,NE,Masculino,53,Não,Não,Não,0,Não,Mensal,Débito Automático,40,1510,,
Não,19,95,169.5,76.0,197.6,Sim,Não,39.5,1,5,Sim,0,OR,Masculino,41,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,48,899,,
Não,17,71,201.7,68.0,147.9,Sim,Sim,0.0,2,10,Sim,0,TN,Feminino,66,Não,Sim,Não,0,Sim,Mensal,Débito Automático,47,788,,
Não,32,111,288.9,128.0,169.6,Sim,Sim,0.0,2,5,Sim,0,WV,Masculino,64,Não,Não,Não,0,Não,Mensal,Débito Automático,33,1072,,
Não,42,323,587.1,168.0,390.6,Sim,Não,130.2,2,5,Sim,0,WA,Feminino,43,Não,Não,Não,0,Não,Mensal,Débito Automático,31,1312,,
Não,19,125,251.8,76.0,212.8,Sim,Não,106.4,0,7,Sim,0,IN,Masculino,76,Não,Sim,Não,0,Sim,Mensal,Débito Automático,28,548,,
Não,58,344,698.5,232.0,597.4,Sim,Não,119.5,2,0,Não,0,TX,Masculino,44,Não,Não,Não,0,Não,2 Anos,Cartão de Crédito,10,557,,
Não,71,280,854.6,284.0,447.3,Sim,Não,89.5,1,20,Sim,0,AK,Masculino,32,Não,Não,Não,0,Sim,2 Anos,Débito Automático,39,2766,,
Não,6,35,83.8,24.0,65.4,Sim,Não,21.8,2,10,Sim,0,WV,Feminino,28,Sim,Não,Não,0,Não,Mensal,Cartão de Crédito,47,280,,
Não,61,257,792.6,244.0,866.2,Sim,Não,288.7,0,13,Sim,0,TN,Masculino,32,Não,Não,Não,0,Sim,2 Anos,Débito Automático,40,2464,,
Não,16,60,128.3,64.0,196.8,Sim,Não,49.2,2,0,Não,0,VA,Masculino,39,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,12,188,,
Não,3,16,44.0,12.0,41.7,Sim,Não,10.4,1,14,Sim,0,ID,Feminino,60,Não,Não,Não,0,Não,Mensal,Débito Automático,25,69,,
Não,63,143,567.9,252.0,819.0,Sim,Não,409.5,2,6,Sim,0,MD,Masculino,50,Não,Não,Não,0,Sim,2 Anos,Cartão de Crédito,57,3627,,
Não,60,152,297.8,240.0,648.0,Sim,Não,129.6,0,3,Sim,0,WA,Masculino,42,Não,Não,Não,0,Não,Anual,Cartão de Crédito,37,2177,,
Não,67,202,402.3,268.0,515.9,Sim,Não,258.0,0,0,Não,0,OH,Feminino,23,Sim,Não,Não,0,Não,Anual,Débito Automático,10,655,,
Não,34,64,171.4,136.0,391.0,Sim,Não,195.5,2,6,Sim,0,RI,Feminino,69,Não,Sim,Não,0,Não,Mensal,Débito Automático,46,1564,,
Não,23,71,211.1,92.0,248.4,Sim,Não,49.7,1,0,Não,0,AR,Feminino,42,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,12,290,,
Não,17,62,168.3,68.0,180.2,Sim,Não,60.1,0,4,Sim,0,UT,Masculino,63,Não,Não,Não,0,Sim,Mensal,Cartão de Crédito,14,238,,
Não,66,276,921.6,264.0,950.4,Sim,Não,475.2,1,6,Não,40,IL,Feminino,38,Não,Não,Não,0,Sim,Mensal,Débito Automático,56,3686,,
Não,6,16,45.5,24.0,65.4,Sim,Não,32.7,1,0,Não,0,IN,Masculino,36,Não,Não,Não,0,Não,Anual,Cartão de Crédito,10,63,,
Não,2,14,26.4,8.0,28.0,Sim,Não,5.6,2,7,Sim,0,NM,Feminino,51,Não,Não,Não,0,Não,Mensal,Débito Automático,28,53,,
Não,7,21,49.5,28.0,99.4,Sim,Não,33.1,1,11,Sim,0,VT,Masculino,77,Não,Sim,Não,0,Não,Mensal,Débito Automático,29,206,,
Não,13,76,126.4,52.0,154.7,Sim,Não,51.6,0,12,Não,33,KY,Feminino,33,Não,Não,Não,0,Sim,Mensal,Débito Automático,34,426,,
Não,35,196,517.5,140.0,385.0,Sim,Não,96.3,1,9,Sim,0,VA,Masculino,81,Não,Sim,Não,0,Sim,Anual,Débito Automático,29,990,,
Não,2,21,35.2,8.0,16.4,Sim,Não,3.3,0,4,Sim,0,OH,Feminino,59,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,26,57,,
Não,3,19,33.9,12.0,3.0,Sim,Não,0.8,1,3,Sim,0,NY,Feminino,54,Não,Não,Não,0,Não,Mensal,Débito Automático,37,124,,
Não,61,210,490.0,244.0,713.7,Sim,Não,178.4,0,9,Sim,0,VA,Feminino,41,Não,Não,Não,0,Não,Anual,Débito Automático,46,2824,,
Não,62,239,557.1,248.0,818.4,Sim,Não,409.2,1,0,Não,0,MA,Masculino,54,Não,Não,Não,0,Não,2 Anos,Débito Automático,8,487,,
Não,35,105,277.0,140.0,311.5,Sim,Não,103.8,2,6,Não,51,LA,Feminino,79,Não,Sim,Não,0,Sim,Anual,Débito Automático,40,1384,,
Não,62,108,312.3,248.0,545.6,Sim,Não,181.9,1,21,Sim,0,DC,Masculino,19,Sim,Não,Não,0,Não,Anual,Débito Automático,38,2372,,
Não,15,87,206.6,60.0,196.5,Sim,Não,98.3,1,9,Sim,0,PA,Feminino,37,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,17,248,,
Não,56,495,896.6,0.0,0.0,Não,Não,0.0,2,6,Sim,0,TN,Feminino,37,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,32,1792,,
Não,11,35,84.6,0.0,0.0,Não,Não,0.0,1,2,Sim,0,NJ,Feminino,63,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,27,281,,
Não,69,345,1099.3,0.0,0.0,Não,Não,0.0,1,0,Não,0,TN,Feminino,24,Sim,Não,Não,0,Não,Anual,Débito Automático,12,791,,
Não,72,375,1001.6,288.0,532.8,Sim,Sim,0.0,2,5,Sim,0,NJ,Feminino,41,Não,Não,Não,0,Sim,2 Anos,Cartão de Crédito,33,2343,,
Não,35,151,528.2,0.0,0.0,Não,Não,0.0,0,0,Não,0,AR,Masculino,32,Não,Não,Não,0,Não,2 Anos,Cartão de Crédito,10,360,,
Não,17,105,231.5,0.0,0.0,Não,Não,0.0,2,8,Sim,0,WI,Feminino,57,Não,Não,Não,0,Não,Mensal,Débito Automático,36,594,,
Não,47,150,281.4,0.0,0.0,Não,Não,0.0,0,0,Não,0,RI,Feminino,21,Sim,Não,Não,0,Não,2 Anos,Débito Automático,12,564,,
Não,3,15,48.3,0.0,0.0,Não,Não,0.0,0,0,Não,0,ME,Feminino,38,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,13,43,,
Não,3,3,13.9,0.0,0.0,Não,Não,0.0,2,0,Não,0,CO,Masculino,45,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,11,37,,
Não,44,147,306.5,0.0,0.0,Não,Não,0.0,1,0,Não,0,CO,Masculino,79,Não,Sim,Não,0,Não,2 Anos,Cartão de Crédito,7,285,,
Não,1,6,11.0,0.0,0.0,Não,Não,0.0,1,5,Sim,0,RI,Feminino,49,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,28,28,,
Não,18,107,238.0,0.0,0.0,Não,Não,0.0,0,4,Sim,0,FL,Feminino,43,Não,Não,Não,0,Não,Mensal,Débito Automático,30,544,,
Não,62,236,617.8,0.0,0.0,Não,Não,0.0,1,13,Sim,0,SC,Feminino,27,Sim,Não,Não,0,Sim,2 Anos,Débito Automático,37,2293,,
Não,2,18,36.8,0.0,0.0,Não,Não,0.0,2,0,Não,0,PA,Masculino,39,Não,Não,Não,0,Não,Anual,Cartão de Crédito,14,35,,
Não,33,42,132.2,0.0,0.0,Não,Não,0.0,0,13,Sim,0,MA,Masculino,21,Sim,Não,Não,0,Não,2 Anos,Cartão de Crédito,32,1042,,
Não,34,61,136.5,0.0,0.0,Não,Não,0.0,2,6,Sim,0,MN,Feminino,39,Não,Não,Não,0,Sim,Anual,Débito Automático,41,1399,,
Não,14,44,108.5,0.0,0.0,Não,Não,0.0,0,0,Não,0,AR,Feminino,27,Sim,Não,Não,0,Não,Mensal,Cartão de Crédito,7,100,,
Não,60,143,357.9,0.0,0.0,Não,Não,0.0,1,8,Sim,0,WA,Masculino,63,Não,Não,Não,0,Não,Mensal,Débito Automático,28,1658,,
Não,69,256,552.8,0.0,0.0,Não,Não,0.0,1,7,Sim,0,TN,Feminino,45,Não,Não,Não,0,Sim,2 Anos,Cartão de Crédito,55,3807,,
Não,10,41,111.7,0.0,0.0,Não,Não,0.0,0,8,Sim,0,DC,Masculino,37,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,20,206,,
Não,70,366,914.2,0.0,0.0,Não,Não,0.0,1,0,Não,0,ND,Masculino,85,Não,Sim,Não,0,Não,2 Anos,Cartão de Crédito,13,918,,
Não,67,319,802.2,0.0,0.0,Não,Não,0.0,0,6,Sim,0,DC,Masculino,72,Não,Sim,Não,0,Não,Mensal,Cheque,45,3038,,
Não,9,12,36.7,0.0,0.0,Não,Não,0.0,2,19,Sim,0,TN,Feminino,21,Sim,Não,Não,0,Não,Mensal,Cartão de Crédito,17,156,,
Não,51,274,505.2,0.0,0.0,Não,Não,0.0,0,1,Não,38,IA,Masculino,59,Não,Não,Não,0,Sim,2 Anos,Cartão de Crédito,57,2858,,
Não,69,252,1106.3,0.0,0.0,Não,Não,0.0,2,30,Sim,0,AK,Feminino,27,Sim,Não,Não,0,Não,Anual,Débito Automático,40,2764,,
Não,1,5,13.0,0.0,0.0,Não,Não,0.0,2,1,Sim,0,MN,Masculino,58,Não,Não,Não,0,Não,Mensal,Débito Automático,41,41,,
Não,1,9,16.0,0.0,0.0,Não,Não,0.0,2,2,Sim,0,OR,Masculino,58,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,23,23,,
Não,54,214,643.0,0.0,0.0,Não,Não,0.0,1,5,Sim,0,ME,Feminino,42,Não,Não,Não,0,Não,Anual,Cartão de Crédito,43,2279,,
Não,7,19,54.4,0.0,0.0,Não,Não,0.0,1,24,Sim,0,MN,Masculino,32,Não,Não,Não,0,Sim,Mensal,Cartão de Crédito,37,254,,
Não,8,26,52.5,0.0,0.0,Não,Não,0.0,1,3,Sim,0,GA,Masculino,46,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,16,117,,
Não,26,155,391.4,0.0,0.0,Não,Não,0.0,0,14,Não,12,GA,Feminino,21,Sim,Não,Não,0,Sim,Anual,Cartão de Crédito,37,956,,
Não,66,128,332.2,0.0,0.0,Não,Não,0.0,2,0,Não,0,OK,Masculino,21,Sim,Não,Não,0,Não,2 Anos,Cartão de Crédito,11,716,,
Não,73,223,581.3,0.0,0.0,Não,Não,0.0,2,21,Sim,0,OK,Feminino,29,Sim,Não,Não,0,Sim,2 Anos,Cartão de Crédito,46,3323,,
Não,3,4,11.9,0.0,0.0,Não,Não,0.0,0,0,Não,0,GA,Masculino,59,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,9,27,,
Não,67,112,332.7,0.0,0.0,Não,Não,0.0,2,14,Não,18,MN,Masculino,32,Não,Não,Não,0,Sim,2 Anos,Débito Automático,33,2183,,
Não,25,112,254.6,0.0,0.0,Não,Não,0.0,0,4,Sim,0,ME,Feminino,67,Não,Sim,Não,0,Não,Mensal,Débito Automático,50,1263,,
Não,27,70,186.1,0.0,0.0,Não,Não,0.0,1,20,Sim,0,MI,Feminino,22,Sim,Não,Não,0,Sim,Anual,Cartão de Crédito,46,1234,,
Não,5,10,27.3,0.0,0.0,Não,Não,0.0,0,3,Sim,0,NE,Feminino,64,Não,Não,Não,0,Sim,Mensal,Débito Automático,57,313,,
Não,21,70,226.8,0.0,0.0,Não,Não,0.0,0,26,Sim,0,VA,Masculino,25,Sim,Não,Não,0,Não,Anual,Débito Automático,25,516,,
Não,6,32,73.7,0.0,0.0,Não,Não,0.0,0,2,Não,4,VT,Masculino,43,Não,Não,Não,0,Sim,Mensal,Cartão de Crédito,28,173,,
Não,50,128,399.1,200.0,640.0,Sim,Sim,0.0,1,0,Não,0,OH,Masculino,67,Não,Sim,Não,0,Não,2 Anos,Cartão de Crédito,16,792,,
Não,63,118,252.2,0.0,0.0,Não,Não,0.0,0,1,Sim,0,DC,Masculino,72,Não,Sim,Não,0,Sim,Mensal,Débito Automático,58,3660,,
