Etiqueta de rotatividade,Duracao da conta (em meses),Chamadas locais,Minutos Local,Chamadas internacionais,Minutos Internacional,Plano Internacional Ativo,Plano internacional,Tarifas internacionais extras,Chamadas de atendimento ao cliente,Media mensal de GB para download,Plano de Dados Ilimitado,Cobrancas extras de dados,Estado,Genero,Idade,Menos de 30,Idoso,Grupo,Numero de Clientes por Grupo,Protecao de Dispositivo & Online Backup,Tipo de Contrato,Modo de Pagamento,Cobranca Mensal,Total de Cobrancas,Categoria de Rotatividade,Motivo da Rotatividade
Nao,6,8,24.7,0.0,0.0,Nao,Nao,0.0,0,4,Sim,0,HI,Masculino,67,Nao,Sim,Nao,0,Nao,Mensal,Cartao de Credito,27,165,,
Nao,67,443,1066.4,268.0,830.8,Sim,Sim,0.0,0,10,Sim,0,KS,Masculino,70,Nao,Sim,Nao,0,Nao,Mensal,Debito Automatico,55,3637,,
Nao,3,10,23.3,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,AK,Feminino,64,Nao,Nao,Nao,0,Nao,Mensal,Cartao de Credito,8,24,,
Nao,22,130,247.4,0.0,0.0,Nao,Nao,0.0,0,5,Sim,0,WV,Masculino,75,Nao,Sim,Nao,0,Nao,Mensal,Debito Automatico,59,1323,,
Nao,39,126,352.2,0.0,0.0,Nao,Nao,0.0,0,4,Sim,0,NH,Feminino,82,Nao,Sim,Nao,0,Nao,Anual,Cheque,34,1317,,
Nao,68,89,273.7,0.0,0.0,Nao,Nao,0.0,0,1,Sim,0,RI,Feminino,45,Nao,Nao,Nao,0,Nao,2 Anos,Cartao de Credito,29,2001,,
Nao,1,6,15.0,0.0,0.0,Nao,Nao,0.0,0,5,Sim,0,ID,Feminino,54,Nao,Nao,Nao,0,Nao,Anual,Cartao de Credito,10,10,,
Nao,32,201,410.0,0.0,0.0,Nao,Nao,0.0,0,6,Sim,0,WI,Masculino,39,Nao,Nao,Nao,0,Nao,Mensal,Debito Automatico,39,1239,,
Nao,26,80,204.5,0.0,0.0,Nao,Nao,0.0,0,2,Sim,0,MI,Feminino,76,Nao,Sim,Nao,0,Nao,Mensal,Cartao de Credito,29,749,,
Nao,2,4,7.9,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,VA,Masculino,53,Nao,Nao,Nao,0,Nao,Mensal,Debito Automatico,7,12,,
Nao,37,129,448.2,0.0,0.0,Nao,Nao,0.0,0,20,Sim,0,AL,Feminino,29,Sim,Nao,Nao,0,Sim,Anual,Cartao de Credito,38,1403,,
Nao,7,22,50.2,28.0,51.1,Sim,Sim,0.0,0,5,Sim,0,MS,Masculino,51,Nao,Nao,Nao,0,Nao,Mensal,Cartao de Credito,30,212,,
Nao,59,258,646.8,0.0,0.0,Nao,Nao,0.0,0,7,Nao,19,MS,Feminino,67,Nao,Sim,Nao,0,Nao,2 Anos,Cartao de Credito,25,1447,,
Nao,18,97,236.5,0.0,0.0,Nao,Nao,0.0,0,17,Sim,0,HI,Feminino,33,Nao,Nao,Nao,0,Nao,Mensal,Debito Automatico,37,668,,
Nao,46,195,509.4,0.0,0.0,Nao,Nao,0.0,0,7,Sim,0,WV,Masculino,74,Nao,Sim,Nao,0,Sim,2 Anos,Cartao de Credito,33,1525,,
Nao,4,18,45.8,0.0,0.0,Nao,Nao,0.0,0,6,Sim,0,WV,Masculino,74,Nao,Sim,Nao,0,Nao,Mensal,Debito Automatico,40,166,,
Nao,1,3,11.0,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,NC,Feminino,53,Nao,Nao,Nao,0,Nao,Mensal,Cartao de Credito,13,13,,
Nao,35,124,279.6,0.0,0.0,Nao,Nao,0.0,0,4,Nao,14,NJ,Masculino,83,Nao,Sim,Nao,0,Nao,Mensal,Cartao de Credito,45,1571,,
Nao,54,293,707.4,216.0,297.0,Sim,Sim,0.0,0,0,Nao,0,AL,Feminino,72,Nao,Sim,Nao,0,Nao,2 Anos,Cheque,8,445,,
Nao,63,345,948.0,252.0,831.6,Sim,Sim,0.0,0,7,Sim,0,ID,Feminino,66,Nao,Sim,Nao,0,Nao,2 Anos,Debito Automatico,49,3083,,
Nao,40,133,281.2,0.0,0.0,Nao,Nao,0.0,0,1,Sim,0,NH,Masculino,39,Nao,Nao,Nao,0,Sim,Mensal,Debito Automatico,26,1034,,
Nao,50,348,704.6,0.0,0.0,Nao,Nao,0.0,0,10,Sim,0,MN,Masculino,29,Sim,Nao,Nao,0,Sim,Anual,Debito Automatico,59,2961,,
Nao,18,69,178.8,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,MN,Masculino,65,Nao,Sim,Nao,0,Nao,Mensal,Cartao de Credito,10,186,,
Nao,44,205,478.7,0.0,0.0,Nao,Nao,0.0,0,6,Sim,0,AL,Feminino,70,Nao,Sim,Nao,0,Sim,Mensal,Debito Automatico,21,920,,
Nao,17,209,260.0,0.0,0.0,Nao,Nao,0.0,0,6,Nao,9,WV,Feminino,75,Nao,Sim,Nao,0,Nao,Mensal,Debito Automatico,43,753,,
Nao,68,181,540.2,0.0,0.0,Nao,Nao,0.0,0,18,Sim,0,ME,Masculino,29,Sim,Nao,Nao,0,Sim,2 Anos,Cartao de Credito,50,3374,,
Nao,5,24,74.3,20.0,73.0,Sim,Sim,0.0,0,9,Sim,0,MA,Feminino,69,Nao,Sim,Nao,0,Nao,Mensal,Debito Automatico,32,150,,
Nao,13,60,145.1,0.0,0.0,Nao,Nao,0.0,0,4,Sim,0,NC,Masculino,36,Nao,Nao,Nao,0,Nao,Mensal,Debito Automatico,16,207,,
Nao,53,156,425.6,0.0,0.0,Nao,Nao,0.0,0,43,Sim,0,NJ,Masculino,29,Sim,Nao,Nao,0,Nao,Mensal,Cartao de Credito,51,2715,,
Nao,60,274,962.5,0.0,0.0,Nao,Nao,0.0,0,7,Sim,0,LA,Masculino,51,Nao,Nao,Nao,0,Sim,2 Anos,Debito Automatico,46,2744,,
Nao,32,48,158.6,0.0,0.0,Nao,Nao,0.0,0,12,Sim,0,NV,Masculino,21,Sim,Nao,Nao,0,Nao,Anual,Cartao de Credito,15,474,,
Nao,14,18,54.2,0.0,0.0,Nao,Nao,0.0,0,3,Sim,0,SC,Masculino,56,Nao,Nao,Nao,0,Sim,Anual,Debito Automatico,22,293,,
Nao,42,153,379.4,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,NY,Masculino,30,Nao,Nao,Nao,0,Nao,2 Anos,Cartao de Credito,12,515,,
Nao,24,153,385.2,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,TN,Masculino,62,Nao,Nao,Nao,0,Nao,Anual,Debito Automatico,9,212,,
Nao,67,315,735.4,0.0,0.0,Nao,Nao,0.0,0,2,Nao,26,CT,Masculino,59,Nao,Nao,Nao,0,Nao,Mensal,Cartao de Credito,48,3239,,
Nao,64,380,1028.2,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,MA,Masculino,54,Nao,Nao,Nao,0,Nao,2 Anos,Cartao de Credito,10,632,,
Nao,73,170,437.3,0.0,0.0,Nao,Nao,0.0,0,5,Sim,0,SD,Masculino,38,Nao,Nao,Nao,0,Sim,2 Anos,Cartao de Credito,55,3974,,
Nao,3,17,36.1,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,MS,Masculino,27,Sim,Nao,Nao,0,Nao,Mensal,Cartao de Credito,12,33,,
Nao,58,170,466.2,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,MT,Masculino,42,Nao,Nao,Nao,0,Nao,2 Anos,Cartao de Credito,15,879,,
Nao,33,49,130.0,0.0,0.0,Nao,Nao,0.0,0,6,Sim,0,DE,Masculino,76,Nao,Sim,Nao,0,Nao,Mensal,Debito Automatico,53,1733,,
Nao,53,117,264.8,0.0,0.0,Nao,Nao,0.0,0,3,Sim,0,MN,Masculino,78,Nao,Sim,Nao,0,Nao,Mensal,Debito Automatico,43,2291,,
Nao,73,204,513.1,0.0,0.0,Nao,Nao,0.0,0,12,Sim,0,CA,Masculino,21,Sim,Nao,Nao,0,Nao,2 Anos,Debito Automatico,53,3873,,
Nao,53,273,748.5,212.0,742.0,Sim,Sim,0.0,0,7,Nao,19,NM,Masculino,71,Nao,Sim,Nao,0,Sim,Mensal,Cartao de Credito,35,1864,,
Nao,59,99,234.4,0.0,0.0,Nao,Nao,0.0,0,3,Sim,0,WY,Feminino,33,Nao,Nao,Nao,0,Nao,Anual,Debito Automatico,35,2079,,
Nao,54,181,430.4,0.0,0.0,Nao,Nao,0.0,0,5,Sim,0,CA,Masculino,50,Nao,Nao,Nao,0,Nao,2 Anos,Debito Automatico,35,1903,,
Nao,58,161,350.5,0.0,0.0,Nao,Nao,0.0,0,3,Sim,0,KS,Masculino,33,Nao,Nao,Nao,0,Sim,2 Anos,Debito Automatico,44,2574,,
Nao,59,311,711.2,0.0,0.0,Nao,Nao,0.0,0,14,Sim,0,WY,Feminino,21,Sim,Nao,Nao,0,Sim,2 Anos,Cartao de Credito,34,2035,,
Nao,3,16,35.0,0.0,0.0,Nao,Nao,0.0,0,4,Sim,0,OK,Masculino,38,Nao,Nao,Nao,0,Nao,Mensal,Debito Automatico,36,106,,
Nao,69,360,1040.1,0.0,0.0,Nao,Nao,0.0,0,10,Sim,0,UT,Feminino,56,Nao,Nao,Nao,0,Nao,2 Anos,Debito Automatico,34,2327,,
Nao,57,210,514.7,0.0,0.0,Nao,Nao,0.0,0,6,Sim,0,MN,Feminino,56,Nao,Nao,Nao,0,Nao,Mensal,Cartao de Credito,20,1170,,
Nao,58,229,577.3,0.0,0.0,Nao,Nao,0.0,0,3,Sim,0,NE,Feminino,63,Nao,Nao,Nao,0,Nao,2 Anos,Debito Automatico,41,2387,,
Nao,69,402,1101.4,0.0,0.0,Nao,Nao,0.0,0,5,Sim,0,OH,Masculino,70,Nao,Sim,Nao,0,Sim,Anual,Cheque,42,2879,,
Nao,2,6,13.8,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,NY,Feminino,59,Nao,Nao,Nao,0,Nao,Mensal,Cartao de Credito,10,24,,
Nao,13,30,63.6,0.0,0.0,Nao,Nao,0.0,0,7,Nao,43,CO,Feminino,62,Nao,Nao,Nao,0,Sim,2 Anos,Cartao de Credito,22,278,,
Nao,46,258,642.9,0.0,0.0,Nao,Nao,0.0,0,15,Sim,0,AK,Feminino,62,Nao,Nao,Nao,0,Nao,Anual,Debito Automatico,47,2148,,
Nao,26,231,341.3,0.0,0.0,Nao,Nao,0.0,0,6,Sim,0,SC,Feminino,36,Nao,Nao,Nao,0,Sim,Anual,Debito Automatico,22,580,,
Nao,44,76,218.7,0.0,0.0,Nao,Nao,0.0,0,12,Sim,0,KS,Masculino,33,Nao,Nao,Nao,0,Sim,2 Anos,Debito Automatico,34,1485,,
Nao,2,7,14.8,0.0,0.0,Nao,Nao,0.0,0,9,Sim,0,UT,Feminino,33,Nao,Nao,Nao,0,Nao,Mensal,Cartao de Credito,23,37,,
Nao,22,78,259.4,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,DC,Feminino,54,Nao,Nao,Nao,0,Nao,Anual,Debito Automatico,12,250,,
Nao,35,138,421.8,0.0,0.0,Nao,Nao,0.0,0,6,Nao,12,OK,Feminino,57,Nao,Nao,Nao,0,Sim,Mensal,Cartao de Credito,20,696,,
Nao,26,155,310.1,0.0,0.0,Nao,Nao,0.0,0,3,Sim,0,NE,Masculino,69,Nao,Sim,Nao,0,Sim,Anual,Debito Automatico,41,1056,,
Nao,57,209,625.2,0.0,0.0,Nao,Nao,0.0,0,13,Sim,0,SC,Masculino,44,Nao,Nao,Nao,0,Nao,Anual,Debito Automatico,36,2034,,
Nao,61,153,427.4,244.0,671.0,Sim,Sim,0.0,0,2,Sim,0,GA,Masculino,59,Nao,Nao,Nao,0,Sim,2 Anos,Debito Automatico,43,2625,,
Nao,69,257,758.1,0.0,0.0,Nao,Nao,0.0,0,15,Nao,19,UT,Feminino,54,Nao,Nao,Nao,0,Sim,2 Anos,Debito Automatico,59,4071,,
Nao,6,25,62.3,24.0,69.0,Sim,Sim,0.0,0,0,Nao,0,KY,Masculino,24,Sim,Nao,Nao,0,Nao,Anual,Cartao de Credito,8,44,,
Nao,25,154,400.7,0.0,0.0,Nao,Nao,0.0,0,8,Sim,0,TX,Feminino,45,Nao,Nao,Nao,0,Nao,Mensal,Debito Automatico,45,1137,,
Nao,25,117,374.8,0.0,0.0,Nao,Nao,0.0,0,16,Sim,0,WY,Masculino,24,Sim,Nao,Nao,0,Nao,Anual,Cartao de Credito,25,613,,
Nao,2,6,12.8,0.0,0.0,Nao,Nao,0.0,0,28,Sim,0,WV,Masculino,22,Sim,Nao,Nao,0,Nao,Mensal,Debito Automatico,44,81,,
Nao,60,180,479.5,0.0,0.0,Nao,Nao,0.0,0,37,Sim,0,NC,Feminino,26,Sim,Nao,Nao,0,Sim,Anual,Cartao de Credito,53,3152,,
Nao,31,200,470.3,0.0,0.0,Nao,Nao,0.0,0,11,Sim,0,ID,Feminino,69,Nao,Sim,Nao,0,Sim,Anual,Cartao de Credito,26,824,,
Nao,52,243,679.9,0.0,0.0,Nao,Nao,0.0,0,11,Sim,0,WV,Feminino,35,Nao,Nao,Nao,0,Sim,2 Anos,Debito Automatico,34,1763,,
Nao,68,174,407.2,0.0,0.0,Nao,Nao,0.0,0,9,Sim,0,CT,Feminino,72,Nao,Sim,Nao,0,Nao,Mensal,Debito Automatico,20,1379,,
Nao,71,100,282.2,0.0,0.0,Nao,Nao,0.0,0,11,Sim,0,ND,Feminino,31,Nao,Nao,Nao,0,Sim,2 Anos,Debito Automatico,64,4538,,
Nao,71,563,1143.2,0.0,0.0,Nao,Nao,0.0,0,16,Sim,0,NE,Masculino,24,Sim,Nao,Nao,0,Sim,Anual,Debito Automatico,57,4064,,
Nao,30,85,272.1,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,UT,Feminino,34,Nao,Nao,Nao,0,Nao,Mensal,Debito Automatico,12,362,,
Nao,2,10,25.7,0.0,0.0,Nao,Nao,0.0,0,2,Sim,0,WV,Feminino,35,Nao,Nao,Nao,0,Nao,Mensal,Debito Automatico,44,88,,
Nao,74,375,958.9,296.0,925.0,Sim,Sim,0.0,0,0,Nao,0,AR,Feminino,47,Nao,Nao,Nao,0,Nao,2 Anos,Cartao de Credito,17,1220,,
Nao,62,401,998.5,0.0,0.0,Nao,Nao,0.0,0,37,Sim,0,MT,Feminino,32,Nao,Nao,Nao,0,Sim,Anual,Debito Automatico,24,1482,,
Nao,54,239,810.2,0.0,0.0,Nao,Nao,0.0,0,2,Sim,0,UT,Feminino,72,Nao,Sim,Nao,0,Sim,Anual,Debito Automatico,42,2255,,
Nao,5,22,70.6,0.0,0.0,Nao,Nao,0.0,0,5,Sim,0,NY,Feminino,48,Nao,Nao,Nao,0,Nao,Mensal,Cartao de Credito,39,211,,
Nao,55,296,656.4,0.0,0.0,Nao,Nao,0.0,0,1,Sim,0,OR,Masculino,81,Nao,Sim,Nao,0,Nao,Mensal,Debito Automatico,9,480,,
Nao,41,240,531.9,0.0,0.0,Nao,Nao,0.0,0,5,Sim,0,ID,Feminino,44,Nao,Nao,Nao,0,Sim,Anual,Cartao de Credito,51,2076,,
Nao,63,333,1008.7,0.0,0.0,Nao,Nao,0.0,0,10,Sim,0,OR,Feminino,41,Nao,Nao,Nao,0,Sim,2 Anos,Cartao de Credito,28,1785,,
Nao,27,90,272.2,0.0,0.0,Nao,Nao,0.0,0,4,Sim,0,VT,Masculino,48,Nao,Nao,Nao,0,Nao,Anual,Debito Automatico,53,1431,,
Nao,71,171,496.6,0.0,0.0,Nao,Nao,0.0,0,2,Nao,38,AZ,Feminino,68,Nao,Sim,Nao,0,Sim,2 Anos,Cartao de Credito,52,3657,,
Nao,47,330,751.6,0.0,0.0,Nao,Nao,0.0,0,27,Sim,0,VA,Feminino,20,Sim,Nao,Nao,0,Sim,2 Anos,Debito Automatico,63,2963,,
Nao,23,145,317.6,0.0,0.0,Nao,Nao,0.0,0,3,Sim,0,PA,Feminino,36,Nao,Nao,Nao,0,Sim,Mensal,Cartao de Credito,60,1351,,
Nao,13,52,172.0,0.0,0.0,Nao,Nao,0.0,0,10,Sim,0,WA,Feminino,56,Nao,Nao,Nao,0,Nao,Mensal,Debito Automatico,37,490,,
Nao,1,2,5.0,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,OH,Masculino,25,Sim,Nao,Nao,0,Nao,Mensal,Cartao de Credito,11,11,,
Nao,22,129,258.3,0.0,0.0,Nao,Nao,0.0,0,2,Sim,0,MD,Masculino,65,Nao,Sim,Nao,0,Sim,Mensal,Cartao de Credito,36,777,,
Nao,49,71,197.3,0.0,0.0,Nao,Nao,0.0,0,7,Sim,0,VA,Masculino,59,Nao,Nao,Nao,0,Sim,Mensal,Debito Automatico,42,2076,,
Nao,36,106,254.3,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,FL,Masculino,41,Nao,Nao,Nao,0,Nao,Anual,Cartao de Credito,8,283,,
Nao,2,8,18.8,0.0,0.0,Nao,Nao,0.0,0,5,Sim,0,NY,Feminino,66,Nao,Sim,Nao,0,Nao,Mensal,Cartao de Credito,29,61,,
Nao,16,60,113.1,0.0,0.0,Nao,Nao,0.0,0,3,Nao,57,LA,Masculino,58,Nao,Nao,Nao,0,Nao,Mensal,Debito Automatico,40,649,,
Nao,26,67,184.1,0.0,0.0,Nao,Nao,0.0,0,15,Sim,0,MA,Feminino,48,Nao,Nao,Nao,0,Nao,Mensal,Cartao de Credito,40,1057,,
Nao,43,57,170.1,0.0,0.0,Nao,Nao,0.0,0,4,Sim,0,TX,Masculino,56,Nao,Nao,Nao,0,Sim,Mensal,Debito Automatico,61,2573,,
Nao,10,51,144.9,0.0,0.0,Nao,Nao,0.0,0,2,Sim,0,ND,Masculino,33,Nao,Nao,Nao,0,Nao,Mensal,Cartao de Credito,31,320,,
Nao,63,114,250.2,0.0,0.0,Nao,Nao,0.0,0,14,Sim,0,CO,Feminino,21,Sim,Nao,Nao,0,Nao,Anual,Debito Automatico,49,3074,,
Nao,66,164,462.2,0.0,0.0,Nao,Nao,0.0,0,9,Nao,13,LA,Feminino,42,Nao,Nao,Nao,0,Nao,2 Anos,Cartao de Credito,40,2644,,
Nao,11,59,118.4,0.0,0.0,Nao,Nao,0.0,0,13,Sim,0,MT,Masculino,40,Nao,Nao,Nao,0,Sim,Anual,Debito Automatico,61,653,,
Nao,7,12,33.3,0.0,0.0,Nao,Nao,0.0,0,5,Sim,0,NV,Feminino,41,Nao,Nao,Nao,0,Sim,Mensal,Debito Automatico,21,142,,
Nao,2,8,18.2,0.0,0.0,Nao,Nao,0.0,0,6,Sim,0,MA,Feminino,54,Nao,Nao,Nao,0,Nao,Mensal,Cartao de Credito,49,89,,
Nao,9,33,75.7,0.0,0.0,Nao,Nao,0.0,0,18,Sim,0,MI,Feminino,28,Sim,Nao,Nao,0,Nao,Mensal,Debito Automatico,26,246,,
Nao,64,176,512.9,0.0,0.0,Nao,Nao,0.0,0,8,Sim,0,KY,Feminino,55,Nao,Nao,Nao,0,Sim,2 Anos,Cartao de Credito,28,1798,,
Nao,71,198,426.8,0.0,0.0,Nao,Nao,0.0,0,9,Sim,0,NJ,Masculino,25,Sim,Nao,Nao,0,Sim,2 Anos,Debito Automatico,19,1351,,
Nao,68,468,1092.3,0.0,0.0,Nao,Nao,0.0,0,3,Sim,0,TX,Masculino,63,Nao,Nao,Nao,0,Nao,2 Anos,Debito Automatico,48,3288,,
Nao,22,42,109.9,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,VA,Feminino,21,Sim,Nao,Nao,0,Nao,2 Anos,Cartao de Credito,10,212,,
Nao,64,289,705.4,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,MD,Masculino,62,Nao,Nao,Nao,0,Nao,2 Anos,Debito Automatico,12,755,,
Nao,63,416,945.6,0.0,0.0,Nao,Nao,0.0,0,2,Sim,0,AZ,Masculino,73,Nao,Sim,Nao,0,Sim,Mensal,Debito Automatico,65,4126,,
Nao,9,43,110.1,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,MS,Feminino,23,Sim,Nao,Nao,0,Nao,Anual,Cartao de Credito,8,69,,
Nao,33,88,196.4,0.0,0.0,Nao,Nao,0.0,0,35,Sim,0,MD,Feminino,20,Sim,Nao,Nao,0,Nao,Mensal,Debito Automatico,26,857,,
Nao,25,45,152.6,0.0,0.0,Nao,Nao,0.0,0,4,Sim,0,LA,Masculino,37,Nao,Nao,Nao,0,Nao,Mensal,Cartao de Credito,44,1116,,
Nao,8,14,40.3,0.0,0.0,Nao,Nao,0.0,0,9,Nao,14,VA,Feminino,58,Nao,Nao,Nao,0,Nao,Anual,Debito Automatico,36,287,,
Nao,36,275,502.6,0.0,0.0,Nao,Nao,0.0,0,3,Sim,0,CT,Feminino,79,Nao,Sim,Nao,0,Nao,Mensal,Cartao de Credito,55,1969,,
Nao,54,274,649.2,0.0,0.0,Nao,Nao,0.0,0,1,Sim,0,CO,Masculino,76,Nao,Sim,Nao,0,Sim,Anual,Debito Automatico,35,1920,,
Nao,57,147,396.9,0.0,0.0,Nao,Nao,0.0,0,7,Sim,0,OR,Feminino,54,Nao,Nao,Nao,0,Nao,Mensal,Debito Automatico,40,2250,,
Nao,71,457,1070.7,0.0,0.0,Nao,Nao,0.0,0,5,Sim,0,WA,Feminino,39,Nao,Nao,Nao,0,Nao,2 Anos,Debito Automatico,36,2579,,
Nao,52,179,314.6,0.0,0.0,Nao,Nao,0.0,0,8,Nao,25,NV,Masculino,58,Nao,Nao,Nao,0,Sim,2 Anos,Debito Automatico,50,2618,,
Nao,61,319,852.8,0.0,0.0,Nao,Nao,0.0,0,2,Sim,0,TX,Feminino,71,Nao,Sim,Nao,0,Nao,Anual,Debito Automatico,46,2786,,
Nao,38,91,225.7,0.0,0.0,Nao,Nao,0.0,0,2,Sim,0,ND,Feminino,60,Nao,Nao,Nao,0,Sim,Mensal,Cartao de Credito,32,1199,,
Nao,17,80,149.4,0.0,0.0,Nao,Nao,0.0,0,10,Sim,0,WV,Feminino,28,Sim,Nao,Nao,0,Nao,Anual,Cartao de Credito,25,408,,
Nao,63,235,821.2,0.0,0.0,Nao,Nao,0.0,0,5,Sim,0,FL,Feminino,68,Nao,Sim,Nao,0,Sim,Anual,Debito Automatico,29,1852,,
Nao,2,9,18.2,0.0,0.0,Nao,Nao,0.0,0,8,Sim,0,AL,Masculino,75,Nao,Sim,Nao,0,Nao,Mensal,Debito Automatico,30,60,,
Nao,56,121,336.1,0.0,0.0,Nao,Nao,0.0,0,7,Sim,0,MS,Feminino,53,Nao,Nao,Nao,0,Nao,Anual,Debito Automatico,26,1437,,
Nao,71,325,776.1,0.0,0.0,Nao,Nao,0.0,0,6,Sim,0,MO,Masculino,47,Nao,Nao,Nao,0,Nao,2 Anos,Debito Automatico,15,1038,,
Nao,31,172,501.2,124.0,341.0,Sim,Sim,0.0,0,2,Sim,0,MS,Masculino,46,Nao,Nao,Nao,0,Sim,Anual,Cartao de Credito,31,982,,
Nao,68,356,749.6,272.0,829.6,Sim,Sim,0.0,0,7,Sim,0,NY,Masculino,82,Nao,Sim,Nao,0,Nao,Mensal,Cartao de Credito,45,3091,,
Nao,33,68,231.3,0.0,0.0,Nao,Nao,0.0,0,5,Sim,0,SD,Masculino,62,Nao,Nao,Nao,0,Nao,Anual,Debito Automatico,40,1309,,
Nao,21,79,193.2,0.0,0.0,Nao,Nao,0.0,0,36,Nao,62,AK,Feminino,25,Sim,Nao,Nao,0,Nao,2 Anos,Cartao de Credito,43,933,,
Nao,52,310,726.9,0.0,0.0,Nao,Nao,0.0,0,1,Sim,0,WV,Masculino,41,Nao,Nao,Nao,0,Sim,Anual,Debito Automatico,24,1254,,
Nao,41,172,527.0,0.0,0.0,Nao,Nao,0.0,0,3,Sim,0,SD,Feminino,66,Nao,Sim,Nao,0,Nao,Anual,Debito Automatico,17,700,,
Nao,40,178,477.8,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,MN,Masculino,45,Nao,Nao,Nao,0,Nao,2 Anos,Cartao de Credito,10,416,,
Nao,18,85,161.4,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,GA,Masculino,38,Nao,Nao,Nao,0,Nao,2 Anos,Cartao de Credito,11,202,,
Nao,35,55,139.7,0.0,0.0,Nao,Nao,0.0,0,8,Sim,0,AZ,Masculino,27,Sim,Nao,Nao,0,Sim,Mensal,Cartao de Credito,27,955,,
Nao,70,168,491.5,0.0,0.0,Nao,Nao,0.0,0,6,Sim,0,DE,Feminino,64,Nao,Nao,Nao,0,Sim,2 Anos,Debito Automatico,46,3201,,
Nao,33,66,230.3,0.0,0.0,Nao,Nao,0.0,0,6,Sim,0,GA,Feminino,32,Nao,Nao,Nao,0,Sim,Mensal,Debito Automatico,65,2135,,
Nao,8,41,100.2,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,NY,Feminino,60,Nao,Nao,Nao,0,Nao,Mensal,Debito Automatico,7,57,,
Nao,4,26,60.9,0.0,0.0,Nao,Nao,0.0,0,5,Sim,0,AR,Masculino,42,Nao,Nao,Nao,0,Nao,Mensal,Debito Automatico,50,202,,
Nao,61,355,850.8,0.0,0.0,Nao,Nao,0.0,0,1,Sim,0,DE,Masculino,60,Nao,Nao,Nao,0,Sim,Anual,Cartao de Credito,45,2752,,
Nao,1,4,12.0,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,OK,Masculino,38,Nao,Nao,Nao,0,Nao,Mensal,Cartao de Credito,12,12,,
Nao,14,76,184.0,0.0,0.0,Nao,Nao,0.0,0,20,Sim,0,MO,Masculino,20,Sim,Nao,Nao,0,Nao,Mensal,Debito Automatico,42,588,,
Nao,39,204,353.2,0.0,0.0,Nao,Nao,0.0,0,5,Sim,0,GA,Feminino,35,Nao,Nao,Nao,0,Nao,Mensal,Cartao de Credito,31,1198,,
Nao,60,181,361.2,0.0,0.0,Nao,Nao,0.0,0,13,Nao,13,TN,Masculino,21,Sim,Nao,Nao,0,Nao,Mensal,Debito Automatico,29,1752,,
Nao,50,225,594.6,0.0,0.0,Nao,Nao,0.0,0,4,Sim,0,NJ,Masculino,68,Nao,Sim,Nao,0,Nao,Mensal,Cartao de Credito,15,731,,
Nao,50,148,302.3,0.0,0.0,Nao,Nao,0.0,0,8,Sim,0,AL,Masculino,47,Nao,Nao,Nao,0,Nao,Mensal,Cartao de Credito,53,2679,,
Nao,59,458,889.3,0.0,0.0,Nao,Nao,0.0,0,13,Sim,0,PA,Masculino,29,Sim,Nao,Nao,0,Nao,Anual,Cartao de Credito,27,1591,,
Nao,49,101,343.7,0.0,0.0,Nao,Nao,0.0,0,6,Nao,64,VT,Masculino,74,Nao,Sim,Nao,0,Nao,Mensal,Debito Automatico,24,1182,,
Nao,19,86,299.3,0.0,0.0,Nao,Nao,0.0,0,4,Sim,0,CT,Masculino,67,Nao,Sim,Nao,0,Nao,Mensal,Cartao de Credito,46,864,,
Nao,10,45,73.3,0.0,0.0,Nao,Nao,0.0,0,7,Sim,0,MO,Masculino,22,Sim,Nao,Nao,0,Nao,Mensal,Debito Automatico,39,408,,
Nao,14,66,172.5,0.0,0.0,Nao,Nao,0.0,0,5,Sim,0,WV,Masculino,61,Nao,Nao,Nao,0,Nao,Anual,Debito Automatico,20,284,,
Nao,33,227,526.2,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,NJ,Masculino,46,Nao,Nao,Nao,0,Nao,2 Anos,Debito Automatico,10,320,,
Nao,6,20,57.3,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,MA,Feminino,59,Nao,Nao,Nao,0,Nao,2 Anos,Cartao de Credito,11,70,,
